fold	test_set	held_out	micro_f1	mod_f1	unmod_f1	macro_f1	mod_prec	mod_rec	auprc	auroc	auroc_sad	threshold	n_pos	n_test
logo_plant	zeroshot_plant	plant	0.965191	0.282655	0.982163	0.632409	0.210863	0.428571	0.146948	0.894021	0.909417	1.000000	154	9624
